,authors,citation_count,article_count
9149,"Shishido, H",1,1
6463,"Meilender, T",1,1
9150,"Shiu, S",1,1
6193,"Marcelo, A",1,1
9151,"Shiva, J",1,1
1607,"Cavin, D",1,1
9152,"Shklovskiy-Kordi, N",1,1
4533,"Jenetzky, E",1,2
6194,"Marcelo, P",1,1
4530,"Jen, W",1,1
1612,"Cecconi, F",1,1
7227,"Ogunsina, I",1,2
2228,"Depras, V",1,1
7229,"Oguz, B",1,1
7830,"Poh, N",1,1
11091,"Zilske, C",1,2
10762,"Williams, P",1,1
2624,"El-Masri, S",1,3
9162,"Shu, S",1,1
4518,"Jaïs, J",1,1
3285,"Gefeller, O",1,1
10761,"Williams, M",1,2
7237,"Ohlsen, T",1,2
7238,"Ohlsson, M",1,3
4548,"Jerez, E",1,1
4549,"Jeribi, K",1,1
7836,"Pokorná, A",1,1
4551,"Jesgarz, J",1,1
2631,"Eler, G",1,1
6182,"Manzi, W",1,1
4577,"Johann, T",1,1
4576,"Joensuu, H",1,1
10768,"Willkomm, M",1,1
4574,"Jodogne, S",1,2
4573,"Jochim, C",1,1
4572,"Joch, J",1,1
4571,"Jobez, E",1,1
11093,"Zimmerman, P",1,1
10540,"Voss, H",1,1
7840,"Polańska, J",1,1
8207,"Reiczigel, J",1,1
2629,"Elbers, P",1,1
4565,"Jingar, M",1,1
1117,"Botsivali, M",1,1
9141,"Shin, S",1,2
154,"Alao, O",1,2
4561,"Jilani, I",1,1
6464,"Meinecke, M",1,1
6187,"Maramba, I",1,1
3270,"Gaussier, E",1,1
4557,"Jiang, H",1,1
9143,"Shinkariov, S",1,1
4555,"Jeunemaitre, X",1,1
534,"Bala, P",1,1
8339,"Ritter, Z",1,2
9104,"Sharifullin, F",1,1
6166,"Mansholt, H",1,1
4509,"Jara, M",1,1
7125,None Pragya,1,1
4780,"Karanasiou, N",1,1
6132,"Malossi, C",1,1
4778,"Karalidou, V",1,1
10806,"Wolff, D",1,3
3181,"Gambal, J",1,1
9038,"Serban, A",1,2
9039,"Serban, C",1,1
7117,"Nolan, J",1,2
3185,"Gammoudi, L",1,2
10220,"Ulrich, B",1,1
376,"Aribaş, A",1,1
10222,"Ulriksen, G",1,1
2267,"Dewenter, H",1,4
1046,"Boire, J",1,1
10225,"Umemoto, K",1,1
6481,"Melgara, M",1,3
11215,"van Ditmarsch, M",1,1
7128,"Nony, P",1,1
1048,"Boissel, J",1,1
9783,"Tang, G",1,1
3189,"Gand, K",1,3
1051,"Bojke, C",1,1
2649,"Elwert, A",1,1
9060,"Serve, H",1,2
9061,"Sesay, T",1,1
2263,"Devaney, S",1,1
1641,"Chakraborty, T",1,1
2647,"Elvidge, K",1,1
7112,"Noce, A",1,1
9036,"Sepulveda, M",1,1
2274,"Dhar, E",1,1
3179,"Galvan, C",1,1
1029,"Boegl, K",1,1
4817,"Kasantikul, R",1,1
1032,"Boella, G",1,1
9018,"Sen Kaya, S",1,1
1033,"Boelmans, K",1,1
1034,"Boere-Boonekamp, M",1,1
3166,"Galetto, A",1,1
4811,"Karpinski, G",1,1
7905,"Poyraz, R",1,3
9020,"Seng, H",1,1
9021,"Sengeh, D",1,1
4806,"Karolyi, M",1,1
7903,"Powell, G",1,1
11211,"van Breugel, R",1,1
9789,"Tanizaki, K",1,2
4802,"Karni, L",1,1
553,"Balogh, N",1,3
7102,"Niţulescu, A",1,2
4799,"Karlsson, J",1,3
1038,"Boettcher, H",1,1
6128,"Malihi, L",1,2
6490,"Meloni, L",1,1
2277,"Dhrangadhariya, A",1,4
11097,"Zingerman, B",1,2
4788,"Kargalskaya, I",1,1
9032,"Sepehri, A",1,1
9033,"Sepper, R",1,1
7879,"Porth, A",1,4
3192,"Ganeshkumar, P",1,1
2247,"Desombre, T",1,1
3213,"Garcia, G",1,4
10792,"Wittner, R",1,1
1071,"Bonotis, P",1,5
9089,"Shahsavar, N",1,2
8355,"Robert, A",1,2
6161,"Mannhardt, F",1,1
1633,"Chabot, C",1,1
8354,"Roberge, J",1,1
1073,"Boog, C",1,2
9094,"Shalom, N",1,1
10531,"Von Peter, S",1,1
8353,"Robel, L",1,6
1631,"Chaari, T",1,1
3212,"Garcia, C",1,1
10790,"Witteman, H",1,1
4734,"Kandert, M",1,1
9772,"Tamamoto, T",1,3
1078,"Borchiellini, A",1,2
6164,"Manolopoulos, C",1,1
10532,"Von Thienen, J",1,1
2250,"Despotou, G",1,2
1079,"Bordea, G",1,1
4671,"Kagolovsky, Y",1,2
4669,"Kafaie, S",1,1
7174,"Nyvang, L",1,1
4667,"Kaczynski, B",1,1
10533,"Von Tottleben, M",1,1
2248,"Despond, M",1,1
4663,"Kabitzsch, K",1,1
10050,"Tran, A",1,1
1845,"Clin, L",1,1
1634,"Chabot, G",1,1
10530,"Von Jan, U",1,2
3193,"Gangloff, C",1,1
2260,"Deuber, D",1,1
4731,"Kampik, T",1,1
7876,"Porschen, C",1,2
7875,"Porrasmaa, J",1,2
7144,"Novak, B",1,1
6150,"Mandloi, S",1,1
10049,"Trakas, N",1,1
7873,"Pore, M",1,1
2643,"Elmahdy, M",1,2
2258,"Detschew, V",1,2
1062,"Bonderup, A",1,1
7870,"Poprat, M",1,1
545,"Balestra, G",1,5
4718,"Kaltoft, M",1,5
10795,"Wodia Mendo, L",1,1
9076,"Shabbir, S",1,1
7154,"Nuettgens, M",1,1
7155,"Nugent, C",1,2
4711,"Kalokyri, V",1,2
1068,"Bonnabry, P",1,1
6155,"Manganotti, P",1,1
4707,"Kalogeropoulos, D",1,1
2255,"Dessau, R",1,1
9082,"Shah, P",1,1
6156,"Mangold, P",1,1
1069,"Bonnard, G",1,1
148,"Alamgir, A",1,1
4542,"Jensh, P",1,1
3336,"Germer, S",1,1
6228,"Marinkovic, J",1,4
6226,"Marini, S",1,2
7307,"Orlov, Y",1,1
4359,"Ilic, N",1,1
7794,"Placide, J",1,1
7311,"Orozco-Sánchez, P",1,1
9247,"Sinha, K",1,1
3342,"Geueke, M",1,1
10330,"Varella, A",1,3
7313,"Orr, J",1,1
3344,"Gezer, S",1,1
3345,"Geßner, S",1,1
6447,"Medélez, E",1,1
7315,"Orsano, A",1,1
1582,"Castellanos, J",1,1
10097,"Trompier, R",1,1
3348,"Ghaibeh, A",1,1
3349,"Ghalandari, M",1,1
8317,"Rime, J",1,1
10737,"Wienke, A",1,1
4341,"Idir, H",1,1
4340,"Idiagbonya, J",1,1
4339,"Idiagbonya, E",1,1
4337,"Ide, H",1,1
9258,"Sivakumaran, N",1,1
9259,"Sivasankari, B",1,1
6230,"Marino, F",1,1
9260,"Sivic, S",1,1
1183,"Bozkurt, S",1,1
6448,"Meersch, M",1,1
9238,"Sindoni, G",1,2
119,"Ajmi, I",1,2
1176,"Boyer, S",1,1
9219,"Simon, C",1,3
10745,"Wigertz, O",1,2
6450,"Mehrjerd, A",1,1
7290,"Opitz, E",1,1
2198,"Delopoulos, A",1,1
123,"Akand, M",1,1
4391,"Inoue, T",1,1
4390,"Inoue, R",1,3
7294,"Oprisan, M",1,2
4388,"Iniesta-Moreno, M",1,1
9225,"Simoncello, A",1,1
10744,"Wigefeldt, T",1,1
3331,"Gerhold, L",1,1
4384,"Informatics Research Committee, The Canadian Neonatal Network",1,1
6222,"Marin-Bastida, B",1,1
9227,"Simonet, A",1,2
1167,"Bowles, J",1,3
4380,"Imran, S",1,1
7296,"Oraseanu, D",1,1
9230,"Simonnet, C",1,1
7801,"Planell-Morell, P",1,1
4508,"Jaquet-Chiffelle, D",1,1
8320,"Rinalduzzi, S",1,1
120,"Ajčević, M",1,1
6224,"Marinello, R",1,1
7302,"Orendác, M",1,1
1175,"Boyer, O",1,1
4331,"Iakovidis, I",1,1
10061,"Traver Salcedo, V",1,2
4329,"Iachine, I",1,1
7778,"Pirmani, A",1,2
8311,"Rigas, E",1,2
4288,"Hussein, H",1,1
1208,"Bratsas, C",1,3
9710,"Syrigas, P",1,1
9709,"Symeonidis, A",1,1
7777,"Piret, C",1,1
4283,"Husmann, G",1,2
4282,"Huseinagic, S",1,1
3368,"Giannakopoulou, O",1,1
8310,"Riffaud, L",1,1
4279,"Hurlen, P",1,5
1576,"Cassarino, M",1,4
7775,"Pireddu, L",1,1
7340,"Otten, H",1,4
7341,"Otter, S",1,1
6240,"Markovinovic, T",1,1
9283,"Skubic, M",1,1
10726,"Whitehead, N",1,2
10252,"Vagelatos, A",1,2
9284,"Slaku, J",1,1
10724,"White, P",1,1
9285,"Slaughter, L",1,1
10253,"Vagliano, I",1,1
2024,DESIREE Study Group,1,1
8309,"Riezebos, R",1,1
1571,"Cashman, J",1,1
4260,"Huber, S",1,2
1205,"Brassey, J",1,1
1204,"Bransch, M",1,1
4328,"Hüsers, J",1,5
11045,"Zervakis, M",1,1
6232,"Mariotti, S",1,2
7787,"Pittelkow, M",1,1
10734,"Wiemeyer, S",1,2
3354,"Ghazal, P",1,1
1191,"Brakefield, W",1,1
116,"Aisopou, V",1,1
6235,"Markatos, E",1,1
115,"Airey, C",1,1
10325,"Vannieuwenhuyse, B",1,1
9264,"Sjögren, L",1,1
4314,"Höffner, K",1,2
9265,"Sjöqvist, B",1,1
111,"Ailio, E",1,2
1195,"Brandhorst, C",1,1
3360,"Ghoreishi, N",1,1
9267,"Skarga-Bandurova, I",1,3
7781,"Pischek-Koch, K",1,3
9268,"Skarha-Bandurov, I",1,3
4304,"Härkönen, M",1,1
10731,"Wiedekopf, J",1,4
4301,"Hällsjö Wekell, P",1,1
3363,"Giacomelli, G",1,1
4298,"Hyánek, J",1,1
10729,"Whittle, J",1,1
7780,"Pisanelli, D",1,2
1202,"Brandts, C",1,2
9273,"Skifjeld, K",1,1
9729,"Söderholm, H",1,1
6590,"Miettinen, A",1,2
4442,"Izukura, R",1,2
10751,"Wildenhain, S",1,1
139,"Al Manir, M",1,1
3305,"Gene-Badia, J",1,1
138,"Al Jarullah, A",1,1
2004,"Cunningham, J",1,3
1604,"Cavanillas, J",1,1
3308,"Genolini, C",1,1
4453,"Jaeger-Schmidt, C",1,1
136,"Akushevich, M",1,1
6206,"Marcos, M",1,1
10241,"Uter, W",1,1
9195,"Silbernagl, M",1,1
7259,"Olive, F",1,1
7268,"Oliveri, N",1,1
2619,"El Morr, C",1,3
3298,"Gell, G",1,2
8328,"Riojas, R",1,2
8332,"Riquier, J",1,2
4439,"Ivchenko, O",1,1
10549,"Vuckovic, A",1,1
6210,"Marenco, L",1,1
1135,"Boudjellab, A",1,1
3293,"Geiger, J",1,1
9189,"Sigurðardóttir, S",1,1
9173,"Sicotte, C",1,1
1149,"Bourqui, R",1,1
9184,"Siermala, M",1,1
4480,"Jamet, A",1,1
6201,"Marchioro, T",1,1
524,"Bajekal, M",1,1
1138,"Bouillard, Y",1,1
9178,"Siebert, J",1,2
7821,"Pnøhr, C",1,1
8210,"Reif, W",1,1
2216,"Deng, R",1,1
3303,"Gencer, B",1,1
9183,"Sierdzinski, J",1,1
7256,"Olesen, K",1,1
7247,"Okamoto, K",1,4
423,"Assanelli, D",1,1
7818,"Plouin, P",1,2
1999,"Cullen, C",1,1
4485,"Janicijevic, M",1,1
4401,"Iott, B",1,1
9175,"Siddiqui, A",1,1
9174,"Sicurello, F",1,4
4489,"Jannin, P",1,1
4490,"Jannot, A",1,2
9187,"Sigle, S",1,2
4436,"Ivanov, A",1,1
4481,"Jami, V",1,2
6211,"Maret, P",1,1
9213,"Sima, R",1,2
1157,"Boussi Rahmouni, H",1,1
4420,"Islam, R",1,2
1160,"Boutou, A",1,1
3320,"Georgiadis, C",1,3
3291,"Geibel, P",1,1
9208,"Silvan-Alfaro, J",1,1
6215,"Marias, K",1,1
128,"Akhu-Zaheya, L",1,1
10244,"Uva, P",1,2
4408,"Isaakidou, M",1,2
4424,"Isola, J",1,1
9744,"Tachos, N",1,1
4406,"Irps, S",1,1
4503,"Januschowski, K",1,1
7825,"Podoleanu, E",1,1
4404,"Ireland, T",1,1
7242,"Ohtera, S",1,3
7805,"Plass, M",1,1
7240,"Ohneberg, C",1,2
4402,"Iovanovici, A",1,1
2204,"Demiris, G",1,3
7808,"Plechawska, M",1,1
7277,"Omanovic, S",1,1
6213,"Marguerie, C",1,1
9734,"Sørby, I",1,2
7275,"Olusanya, O",1,1
4432,"Itälä, T",1,3
10054,"Trangeled, M",1,1
3292,"Geifman, N",1,2
2534,"Délétroz, C",1,1
4499,"Janssen, H",1,1
9205,"Silva, L",1,3
10106,"Truh, D",0,1
10397,"Verderio, V",0,1
8195,"Reese, A",0,1
8156,"Rassoul, R",0,1
10103,"Troqe, R",0,1
8245,"Resendez, S",0,1
10102,"Tropeano, R",0,1
10117,"Tsakpinis, A",0,1
10085,"Trinkunas, J",0,1
8242,"Reps, J",0,2
11100,"Zink, A",0,1
11110,"Zolotova, S",0,1
8194,"Rees-Roberts, M",0,1
11095,"Zimmermann, J",0,1
11079,"Ziegl, A",0,1
10116,"Tsakou, G",0,1
11102,"Zinkewitz, F",0,1
10120,"Tschandl, P",0,1
8244,"Resch, F",0,1
10122,"Tsekouras, K",0,1
8173,"Ray, D",0,1
8175,"Ray, S",0,1
8243,"Repsilber, D",0,1
8221,"Reiso, H",0,1
11108,"Zogas, S",0,2
10400,"Verdini, E",0,1
11096,"Zimmermann, M",0,1
10399,"Verdier, L",0,1
8159,"Rathmer, A",0,1
11109,"Zohner, J",0,1
8182,"Rebel, S",0,1
8219,"Reis, L",0,1
8183,"Rebescher, K",0,1
8220,"Reischl, U",0,1
8229,"Relic, D",0,1
8162,"Ratz, M",0,1
10123,"Tseng, Y",0,1
10404,"Verhamme, K",0,1
8230,"Relić, D",0,1
8228,"Relander, T",0,1
11094,"Zimmermann Ivol, C",0,1
10391,"Venturi, A",0,2
8204,"Reichert, F",0,2
8201,"Rehfeld, S",0,1
8167,"Rauzina, S",0,1
11104,"Zitouni, D",0,1
10113,"Tsai, T",0,1
10112,"Tsafaridou, M",0,1
10111,"Trzmielak, D",0,1
8186,"Recalde, I",0,1
8225,"Rejc, T",0,1
10108,"Truong, T",0,1
8233,"Reng, C",0,1
8202,"Reich, C",0,2
10100,"Troost, J",0,2
8226,"Rekkas, A",0,1
8178,"Rb-Silva, R",0,1
8213,"Reineke, A",0,1
11083,"Ziese, T",0,1
8203,"Reichenpfader, D",0,4
8214,"Reiner, J",0,1
8215,"Reinert, D",0,1
10087,"Trinquart, L",0,1
11089,"Zillner, S",0,1
8236,"Renko, J",0,1
10088,"Trippa, F",0,1
10402,"Vergani, E",0,1
8235,"Renier, W",0,1
8238,"Rennert, L",0,1
10118,"Tsang, K",0,1
8231,"Rems, M",0,2
8240,"Rentschler, L",0,1
8190,"Redeker, G",0,1
8189,"Reddy, V",0,1
11112,"Zopppe, H",0,1
8218,"Reis, J",0,1
11080,"Ziegler, H",0,1
8198,"Regierer, A",0,1
11087,"Zilidou, V",0,1
11085,"Zikos, M",0,1
8165,"Rauma, I",0,1
11081,"Zielinski, C",0,1
8171,"Ravn, J",0,3
8166,"Rausch, D",0,2
8199,"Rehberg, A",0,1
11090,"Zilm, F",0,1
8200,"Rehburg, F",0,2
10096,"Tromp, T",0,2
8222,"Reiswich, A",0,1
11106,"Zmavc, A",0,1
8217,"Reintjes, R",0,1
10086,"Trinkūnas, J",0,1
8239,"Renooij, S",0,1
10405,"Verhey, J",0,1
8176,"Rayner, M",0,1
10398,"Verdier, J",0,1
10395,"Vercherin, P",0,2
10101,"Tropea, P",0,1
10403,"Vergari, F",0,1
9582,"Straub, H",0,1
11113,"Zorko, M",0,1
7828,"Poggi, R",0,1
7797,"Plagianakos, V",0,1
7799,"Plaisantin, B",0,1
10247,"Uzunova, H",0,1
7802,"Planinc, N",0,1
11250,"van den Herik, J",0,1
7804,"Plasaj, T",0,1
10246,"Uyttebroeck, A",0,1
7806,"Platis, C",0,2
11249,"van den Brand, J",0,1
10245,"Uwamahoro, A",0,2
11247,"van den Berg, N",0,1
7809,"Plesak, M",0,1
10242,"Utsunomiya, K",0,1
7811,"Pliatsika, J",0,1
11246,"van den Berg, L",0,1
7812,"Pliatsios, A",0,1
7813,"Plichart, P",0,1
11245,"van den Berg, F",0,1
11243,"van de Vosse, F",0,2
11242,"van de Belt, T",0,1
10337,"Varias, A",0,1
7819,"Plumbaum, T",0,1
10239,"Ustun, B",0,1
11241,"van Wersch, J",0,1
11240,"van Vuurden, K",0,1
10238,"Usova, A",0,1
7824,"Podgorelec, V",0,2
10249,"Vachon, T",0,1
7792,"Pj, S",0,1
7791,"Pizzi, R",0,1
7770,"Piracha, M",0,1
7757,"Pinello, V",0,1
10321,"Vanderlan, S",0,1
7759,"Pinheiro, F",0,1
7760,"Pinheiro, V",0,1
7761,"Pinna, A",0,1
10322,"Vangelatos, G",0,1
7762,"Pinna, G",0,3
7763,"Pintea, R",0,1
7764,"Pinto, A",0,1
10255,"Vainiola, T",0,1
7766,"Pintos, L",0,1
7767,"Pintér, B",0,1
7771,"Piraino, D",0,1
7790,"Pizarro, Â",0,2
10254,"Vaillant, G",0,1
7774,"Pirazzo Andrade Teixeira, E",0,1
7776,"Pires, F",0,1
11258,"van der Heijden, B",0,1
11256,"van der Haak, M",0,2
7782,"Piskur-Kosmac, D",0,1
10327,"Varaki, K",0,1
7785,"Pitskhelauri, D",0,1
7786,"Pitson, G",0,1
10250,"Vadovský, M",0,1
11254,"van der Gaag, L",0,2
11253,"van der Baaren, J",0,1
7827,"Poenaru, D",0,1
10236,"Ursin, D",0,1
7893,"Potapova, I",0,1
7829,"Pogosbekyan, E",0,1
7861,"Pontikoglou, C",0,1
11222,"van Gorp, P",0,1
10229,"Unterkofler, J",0,1
7862,"Pony, J",0,1
11221,"van Goor, H",0,1
11219,"van Ginneken, A",0,1
7864,"Poos, A",0,1
7865,"Pop, P",0,1
7866,"Popescu, A",0,1
10227,"Umutoniwase, E",0,2
7868,"Popoff, B",0,3
7869,"Popova, A",0,1
7872,"Porció, R",0,1
11218,"van Genderen, M",0,1
7874,"Porock, D",0,1
10226,"Umer, A",0,1
7878,"Porter, S",0,1
7880,"Portilla, F",0,1
7881,"Portillho, L",0,1
10223,"Um Din, N",0,2
7882,"Portinale, L",0,1
10342,"Varticovski, L",0,1
7884,"Poschen, C",0,1
7885,"Posega, A",0,1
7886,"Possinger, K",0,1
7887,"Postel Vinay, N",0,1
7889,"Postnov, A",0,1
11223,"van Harten, W",0,1
7858,"Ponomarenko, V",0,1
10339,"Varnier, O",0,2
10235,"Urosevic, V",0,1
11237,"van Vegchel, T",0,1
7832,"Pohl, U",0,3
7833,"Pohyer, V",0,1
7834,"Poikela, M",0,1
7835,"Poiron, A",0,1
11236,"van Stiphout, R",0,1
7837,"Polanc, A",0,2
11235,"van Steen, M",0,1
11233,"van Sinderen, F",0,1
11232,"van Piggelen, H",0,1
7839,"Polasek, O",0,1
11230,"van Oosterhout, E",0,2
7841,"Polce, F",0,1
7857,"Ponnapalli, P",0,1
11229,"van Nuland, R",0,1
11228,"van Nimwegen, D",0,1
7843,"Polemi, D",0,1
10233,"Urh, B",0,1
10232,"Uresova, Z",0,1
7845,"Polovina, S",0,1
10231,"Urbauer, P",0,3
7847,"Polydoropoulos, P",0,1
7850,"Pombortsis, A",0,1
11225,"van Houdt, M",0,1
11224,"van Helvoirt, M",0,1
7854,"Pomportsis, A",0,2
11261,"van der Hofstede, J",0,1
7756,"Pindzola, A",0,1
10257,"Vakali, A",0,2
7753,"Pimentel-Nunes, P",0,1
7659,"Peters, G",0,1
10306,"Van Nimwegen, C",0,1
11294,"Íslind, A",0,1
7661,"Peters-Klimm, F",0,1
11293,"Çalimli, O",0,1
11290,"Ågerfalk, P",0,1
7667,"Petersen, S",0,1
7670,"Peterson, R",0,1
7672,"Petersson, L",0,2
7673,"Petersson, M",0,1
11289,"Åboge Eriksson, M",0,1
11288,"Ávila, P",0,1
7676,"Petkousis, D",0,1
11287,"Álvarez-Romero, C",0,1
7677,"Petkovic, M",0,2
11286,"Álvarez, R",0,1
11285,"von Kaenel, F",0,1
10309,"Van Velsen, L",0,1
7679,"Petre, M",0,2
7680,"Petrelli, G",0,1
7682,"Petridis, G",0,1
7684,"Petronikolou, V",0,1
7687,"Petrov, M",0,1
10310,"Van Wijhe, M",0,1
10280,"Vamvakou, G",0,1
10279,"Valvis, G",0,1
7691,"Pettersson, M",0,1
10284,"Van De Sand, L",0,1
11297,"Öztürk, G",0,1
11298,"Özçep, Ö",0,1
7643,"Perscha, S",0,1
10297,"Van Gils, M",0,1
7631,"Perger, C",0,1
7632,"Perger, P",0,1
11306,"Šuvalov, H",0,1
7635,"Perisse, D",0,1
7636,"Perkics, O",0,1
7637,"Perkins, Z",0,1
11304,"Štiglic, G",0,1
10300,"Van Laere, S",0,2
10294,"Van Dommelen, P",0,1
11303,"Šimšić, N",0,1
11302,"Šendelj, R",0,1
7644,"Persico, A",0,1
10287,"Van Der Beek, J",0,1
11301,"Üçeyler, N",0,1
7647,"Persson, H",0,1
11300,"Ückert, F",0,1
11299,"Øyri, K",0,1
7649,"Pertache, I",0,2
7650,"Pertin, C",0,1
7651,"Pesecan, C",0,1
7652,"Pesenti Campagnoni, M",0,1
10290,"Van Der Velden, M",0,1
10305,"Van Maele, G",0,1
7655,"Petelin, M",0,1
7656,"Petelos, E",0,1
10311,"Van Woensel, W",0,2
7693,"Peña Yañez, C",0,1
10278,"Valverde-Mateos, A",0,1
7737,"Pietruski, P",0,1
10267,"Valero-Ramón, Z",0,1
7730,"Pierrakou, A",0,1
10266,"Valerio, M",0,1
7732,"Pierre-Jean, M",0,5
11266,"van der Lubbe, I",0,1
10317,"Vanden Meersch, E",0,1
7734,"Piesch, T",0,1
7735,"Piesche, K",0,1
7736,"Pietrasz, S",0,1
10264,"Valenzuela, F",0,1
11265,"van der Loo, R",0,1
10318,"Vandenberghe, A",0,1
7738,"Piette, P",0,1
10269,"Valev, V",0,1
7739,"Pigatto, P",0,1
7742,"Pigot, H",0,1
7743,"Pihlajamäki, J",0,1
7744,"Piho, G",0,3
7745,"Pikaar, A",0,1
7746,"Pikec, M",0,2
7748,"Pilipenko, O",0,1
7749,"Pillai, M",0,1
7751,"Pilz, J",0,1
7752,"Pimbriani, M",0,1
10262,"Valentin, H",0,1
10258,"Vakalis, D",0,1
10268,"Valette, M",0,1
10316,"Vanautgaerden, M",0,1
7696,"Peñafiel Macias, P",0,1
7713,"Philippe, C",0,2
11280,"von Arnstedt, E",0,1
10313,"Van der Gaag, L",0,1
7702,"Pfeiffer, J",0,1
7704,"Pfeiffer, L",0,1
11276,"van der Werf, J",0,5
7706,"Pfistermeister, B",0,1
7707,"Pfistner, B",0,1
11274,"van der Ven, H",0,1
7709,"Phan-Vogtmann, L",0,1
11271,"van der Togt, R",0,1
7711,"Philipp, P",0,1
7712,"Philippe, A",0,1
7714,"Philippe, H",0,1
11267,"van der Meijden, M",0,2
10314,"Van der Haring, E",0,1
10315,"VanHoecke, M",0,1
10272,"Valleron, A",0,2
7717,"Phuwilert, P",0,1
7718,"Pianta, C",0,1
7719,"Piazza, M",0,1
7720,"Piazza, V",0,1
11268,"van der Meijden, S",0,1
7724,"Pichon, A",0,1
7725,"Picker, A",0,1
7726,"Pickering, J",0,1
7727,"Pickert, M",0,1
7892,"Potapov, I",0,1
11214,"van Dijk, B",0,1
10388,"Vengadeswaran, A",0,1
8090,"Raghothama, J",0,2
10161,"Turkeli, S",0,1
8064,"Quirant, L",0,1
10160,"Turk, E",0,1
10159,"Turja, T",0,1
11146,"Zylberberg, P",0,1
10157,"Turcian, D",0,1
10365,"Vecellio, E",0,1
8067,"Raahauge, A",0,1
8069,"Raben, D",0,1
8070,"Rabhi, D",0,1
10366,"Vedantham, D",0,1
8072,"Raboudi, A",0,1
8073,"Raclariu, A",0,2
11142,"Zweerings, J",0,1
10153,"Tuomainen, M",0,3
8076,"Rad, J",0,1
8079,"Radeva, P",0,1
10152,"Tung, Y",0,1
10151,"Tung, H",0,1
8082,"Radunsky, A",0,1
8083,"Radusinović, T",0,1
8085,"Rafanelli, M",0,2
8086,"Rafee, A",0,1
11140,"Zvára, K",0,4
8087,"Raffler, J",0,1
11138,"Zvolsky, M",0,1
10371,"Veggiotti, N",0,2
11148,"d'Annunzio, G",0,2
10364,"Vavlitou, A",0,1
8062,"Quintana, G",0,1
8047,"Quek, Y",0,1
10168,"Turner, J",0,3
8028,"Pötter-Nerger, M",0,1
10360,"Vassis, D",0,1
11161,"de Cid, R",0,1
11160,"de Bruin, J",0,1
8031,"Qian, Y",0,2
11158,"de Bruijn, N",0,1
11155,"de Boer, M",0,1
8039,"Quak, A",0,1
8041,"Quan, H",0,1
8045,"Quast, K",0,1
8046,"Quayle, J",0,1
10165,"Turner, A",0,3
11149,"d'Athis, P",0,1
10164,"Turnbull, N",0,5
10362,"Vatamanu, O",0,1
8050,"Quentin, P",0,1
11153,"de Andrés-Galiana, E",0,1
8052,"Quercia, A",0,1
8054,"Quesnel-Barbet, A",0,1
11151,"da Silva, M",0,1
8055,"Queste, A",0,1
10363,"Vaterkowski, M",0,1
8058,"Quigley, N",0,1
8060,"Quindroit, P",0,6
8061,"Quinn, J",0,1
8089,"Ragauskas, P",0,1
10147,"Tuil, W",0,1
11213,"van Buggenum, J",0,1
8091,"Rahimi Ardabili, H",0,1
10376,"Veit, C",0,1
11124,"Zschüntzsch, J",0,1
8124,"Rammler, B",0,1
8126,"Ramos Naveira, M",0,1
10129,"Tsirmpas, C",0,1
8129,"Ramírez De Verger, C",0,1
10381,"Velonakis, E",0,1
10384,"Veltmann, U",0,3
8134,"Randorff Rasmussen, A",0,1
8135,"Ranegger, R",0,3
8136,"Rangan, E",0,1
8137,"Rangan, P",0,1
8138,"Rani, P",0,1
8139,"Ranjbar, A",0,3
10385,"Veltri, P",0,1
10387,"Velázquez, I",0,1
8141,"Rannanheimo, J",0,1
10127,"Tsioukas, V",0,1
8143,"Rapin, M",0,1
11117,"Zouka, M",0,1
11116,"Zoubouli, C",0,1
8147,"Rappoport, N",0,2
8149,"Rascon, J",0,1
11115,"Zou, J",0,1
11114,"Zorman, M",0,2
8151,"Rasku, J",0,1
8153,"Rasmussen, M",0,2
8121,"Ramachandran, N",0,1
8119,"Rallis, I",0,1
8118,"Ralevich, V",0,1
10137,"Tsukanova, T",0,2
11135,"Zurita, L",0,1
10146,"Tudpor, K",0,3
8095,"Rahme, J",0,2
8096,"Raic, G",0,2
10143,"Tuboly, G",0,1
10372,"Vehko, T",0,2
8099,"Raimond, V",0,1
11131,"Zucman-Rossi, J",0,1
11130,"Zucker, K",0,1
10373,"Vehreschild, J",0,1
8102,"Rainosek, E",0,1
8103,"Rais, M",0,1
11128,"Zuccotti, G",0,1
10132,"Tsoulfas, G",0,1
8107,"Rajamanickam, Y",0,1
8108,"Rajaratnam, M",0,1
8109,"Rajkovic, V",0,2
11127,"Zucchiatti, C",0,2
10136,"Tsuji, M",0,2
10374,"Veijola, R",0,1
11125,"Zubiete, E",0,1
10133,"Tsourakis, N",0,1
8113,"Rakhshanda, S",0,1
8116,"Rakočević, N",0,1
10375,"Veinovic, M",0,1
8117,"Rakus-Andersson, E",0,1
10169,"Turner, M",0,1
10359,"Vassilaros, S",0,1
8024,"Péré, H",0,1
11163,"de Clercq, P",0,1
10210,"Ueda, K",0,1
10344,"Varvarigou, T",0,1
7934,"Price, J",0,1
11204,"ter Braak, E",0,2
7935,"Prien, M",0,1
7936,"Prietl, B",0,1
7938,"Prigent, N",0,1
10346,"Vasileiou, O",0,1
7941,"Prin, L",0,1
11202,"ten Dolle, H",0,1
10347,"Vasilescu, N",0,1
7946,"Prinčič, B",0,1
11200,"le Bozec, C",0,1
10203,"Uberla, K",0,1
11198,"le Beux, P",0,2
11197,"den Otter, S",0,1
7949,"Priou, S",0,3
